categoria,m1,m2,m3,m4,m5,m6,m7
triangle,0.174712,0.00206534,1.11139e-07,8.46712e-08,7.75486e-15,3.84777e-09,-2.70678e-15
triangle,0.173895,1.63286e-05,2.08695e-06,6.00299e-08,1.22398e-14,2.16777e-10,1.73679e-14
triangle,0.176278,0.000428341,3.72518e-06,9.19417e-08,2.48443e-14,-1.66907e-09,-4.77284e-14
triangle,0.167596,1.11611e-05,7.50545e-09,1.87009e-08,1.09792e-16,-6.23035e-11,-1.92438e-16
triangle,0.174366,0.000235334,6.40022e-07,1.72577e-08,-2.15354e-17,2.41949e-10,1.8136e-15
triangle,0.188449,0.0032142,2.48012e-06,8.92218e-07,1.32396e-12,5.05642e-08,9.29861e-14
triangle,0.168068,3.4307e-05,1.0735e-06,5.60824e-08,-1.34958e-14,3.2209e-10,-2.68708e-15
triangle,0.172858,0.000527395,2.28958e-06,1.34037e-07,6.45458e-14,-4.54709e-10,3.67065e-14
triangle,0.169672,5.92895e-06,4.68912e-08,9.69055e-08,-4.74621e-15,2.347e-10,4.48831e-15
triangle,0.181986,0.00140105,1.51401e-06,3.18677e-07,1.3823e-13,1.00325e-08,1.7289e-13
triangle,0.167209,2.02603e-05,1.20569e-07,1.45508e-08,2.17049e-16,-5.81972e-11,5.69504e-16
triangle,0.167685,0.000178835,7.09866e-10,2.71301e-09,-1.0544e-18,1.94983e-11,3.61435e-18
triangle,0.172796,6.38467e-05,5.88433e-07,9.28795e-08,1.98521e-14,6.99027e-10,8.79594e-15
triangle,0.184412,0.000204993,1.02474e-05,1.2583e-06,3.92917e-12,1.66905e-08,-2.23106e-12
triangle,0.170441,0.000882519,3.89974e-08,2.16598e-08,5.63466e-16,-2.5716e-10,2.80689e-16
triangle,0.168096,0.000175479,5.36108e-08,2.80385e-08,5.64754e-16,3.70258e-10,9.28859e-16
triangle,0.172812,0.000284866,5.26002e-07,6.40662e-08,1.08734e-14,-6.71557e-10,4.48179e-15
triangle,0.167794,0.000253874,1.54465e-09,2.26495e-10,1.30498e-19,-3.60609e-12,-3.02945e-20
triangle,0.184243,0.0025783,7.21188e-07,1.07201e-06,6.00488e-13,2.06068e-08,-7.26567e-13
triangle,0.181201,0.00317175,2.78289e-06,1.37582e-06,2.34547e-12,7.6046e-08,-1.32141e-12
triangle,0.172609,0.00131724,5.43441e-07,6.66344e-07,4.00794e-13,2.40124e-08,1.22672e-14
triangle,0.172868,0.001867,9.13722e-08,5.43399e-08,-3.72216e-15,-5.91317e-10,8.9819e-16
triangle,0.17193,0.000195121,3.41959e-07,6.94287e-07,2.34794e-14,-9.51733e-09,-3.3748e-13
triangle,0.169755,1.00403e-05,4.14467e-07,4.92355e-09,1.57723e-16,4.61309e-12,1.56816e-16
triangle,0.174,0.00220176,8.00338e-08,3.51335e-09,-5.83433e-17,4.13973e-11,-8.18027e-18
triangle,0.177488,0.000130523,4.77757e-07,3.2175e-08,3.77829e-15,-2.08186e-10,-1.27981e-15
triangle,0.180852,0.000581783,9.42572e-07,1.51487e-06,-9.5433e-13,-2.77313e-08,1.53817e-12
triangle,0.171873,4.81729e-05,8.82176e-08,3.02803e-07,2.29468e-14,-1.533e-09,4.38488e-14
triangle,0.178252,0.000891993,3.59455e-06,2.94088e-07,-2.89221e-13,2.35659e-09,8.8196e-14
triangle,0.179857,0.000628765,1.02297e-06,1.32489e-06,1.5407e-12,3.32216e-08,7.25942e-14
triangle,0.176598,0.000310189,2.97618e-06,4.78477e-07,-1.50204e-13,3.96084e-09,5.50871e-13
triangle,0.168223,1.45396e-05,5.28546e-07,1.31843e-07,3.4056e-14,-4.46909e-10,7.17704e-15
triangle,0.170053,0.000920876,2.37248e-08,7.26376e-09,2.27502e-17,1.17542e-10,9.26012e-17
triangle,0.180548,0.00244769,5.42194e-07,6.94651e-07,3.35604e-13,3.2238e-08,-2.62892e-13
triangle,0.177809,0.000157055,1.51849e-07,8.58421e-07,-1.31214e-13,6.76935e-09,2.80778e-13
triangle,0.172967,0.000239601,2.39338e-06,4.59513e-08,1.3029e-14,-5.6496e-10,-7.90356e-15
triangle,0.168163,3.69891e-05,1.15171e-07,1.24456e-07,-2.60216e-15,5.61524e-10,1.46712e-14
triangle,0.17363,0.000227185,3.60095e-07,3.85793e-07,1.65193e-14,3.03417e-09,-1.42842e-13
triangle,0.17108,0.000447821,1.70087e-07,1.37535e-07,2.09787e-14,-1.95696e-09,-1.54757e-15
triangle,0.184081,0.0038196,2.00378e-06,1.18954e-06,1.82812e-12,7.23031e-08,-1.75399e-13
triangle,0.179704,0.00397136,1.71061e-07,1.43821e-07,1.39938e-14,6.15596e-09,1.76934e-14
triangle,0.169136,3.57597e-05,2.67036e-07,7.149e-09,-8.21549e-17,4.15479e-11,3.01361e-16
triangle,0.173101,0.00175892,1.44574e-08,5.78625e-09,-2.11079e-18,1.95494e-10,-5.28804e-17
triangle,0.172596,0.000727099,4.86268e-07,1.09059e-07,-6.7705e-17,-2.92108e-09,-2.51147e-14
triangle,0.172489,0.000421364,2.07919e-06,1.65264e-07,8.48155e-14,1.54092e-09,4.68095e-14
triangle,0.174173,0.000834698,2.18459e-07,5.7916e-07,1.85313e-13,1.4326e-08,-8.99896e-14
triangle,0.171924,0.000245781,1.58331e-06,1.10921e-07,3.08015e-14,1.68909e-09,3.48143e-14
triangle,0.175187,0.00124878,3.0735e-08,3.69822e-07,3.79696e-14,9.40378e-09,1.06248e-14
triangle,0.180406,0.00203354,9.89038e-07,8.09426e-07,2.65041e-13,3.44886e-08,-6.73982e-13
triangle,0.170439,0.000428851,3.83238e-07,1.7111e-08,8.17325e-16,-3.18128e-10,-1.11891e-15
triangle,0.171626,0.000324614,1.44134e-07,6.25916e-08,5.79847e-15,6.52727e-10,1.31208e-15
triangle,0.168259,0.000496634,3.45733e-07,6.3904e-10,-9.05009e-18,-8.79261e-12,2.88455e-18
triangle,0.171661,1.37594e-06,3.40927e-08,8.16131e-07,-1.09644e-13,-9.42388e-10,8.06906e-14
triangle,0.170047,1.17031e-06,2.32324e-07,6.35808e-09,-6.66607e-18,6.23775e-13,-2.44272e-16
triangle,0.176043,0.00267438,3.10174e-09,1.21421e-09,-3.8214e-20,3.17507e-11,2.35605e-18
triangle,0.191869,0.00480401,4.38425e-06,2.52874e-07,2.42163e-13,1.69529e-08,-1.10682e-13
triangle,0.17171,0.0011895,2.79153e-08,4.53283e-08,1.04028e-15,-1.33606e-09,-1.23194e-15
triangle,0.18444,0.00442607,4.85948e-07,3.00484e-07,-1.12938e-14,1.36142e-08,1.14266e-13
triangle,0.173072,0.0003276,1.88136e-06,1.04141e-07,1.02161e-14,7.25184e-10,4.49506e-14
triangle,0.174835,0.000210171,4.97419e-07,6.41252e-07,3.61031e-13,9.05963e-09,2.86091e-14
triangle,0.169193,9.6352e-05,5.31183e-07,2.84194e-07,-1.05594e-13,-2.40884e-09,-3.22846e-14
triangle,0.168103,0.000227181,1.24579e-07,3.63734e-10,-1.34817e-19,4.07302e-12,2.44477e-18
triangle,0.172446,0.000246572,1.52966e-06,1.02749e-07,-1.78244e-14,5.38967e-10,-3.66278e-14
triangle,0.17351,0.000926748,2.14136e-07,2.09328e-09,-2.45969e-17,-2.81789e-11,3.68664e-17
triangle,0.170562,0.000106801,3.97171e-07,4.0007e-08,4.40432e-15,-8.33981e-11,2.45649e-15
triangle,0.180196,0.0030065,1.41619e-06,1.14641e-07,-9.92116e-15,8.08298e-10,-4.51142e-14
triangle,0.166927,6.84866e-05,4.05728e-09,1.30842e-10,9.53315e-20,-4.27677e-13,-2.78482e-22
triangle,0.199581,0.0100443,1.17899e-08,2.5386e-07,-5.1367e-15,2.43348e-08,1.29034e-14
triangle,0.171092,0.000142925,2.07593e-06,3.2043e-07,-7.4555e-14,-2.95657e-09,-2.5048e-13
triangle,0.174112,0.0012706,1.15867e-07,9.39467e-09,-9.72205e-17,-9.21601e-11,2.94315e-16
triangle,0.190533,0.00827086,5.10115e-07,5.5356e-08,-1.89702e-15,-1.39701e-09,-9.1066e-15
triangle,0.17349,0.00141005,3.04953e-07,9.01406e-08,8.23737e-15,3.13728e-09,1.247e-14
triangle,0.173051,0.000765602,4.51183e-07,4.45201e-08,2.2166e-15,-1.22598e-09,-5.90757e-15
triangle,0.168582,0.000118944,3.6007e-07,2.40001e-07,6.55633e-14,2.56613e-09,2.60604e-14
triangle,0.168338,1.8513e-05,3.09124e-09,4.14259e-08,6.92701e-17,-1.73123e-10,-4.63639e-16
triangle,0.167672,1.77319e-05,1.28514e-07,9.20246e-08,-5.71902e-15,-1.05909e-10,8.21249e-15
triangle,0.171414,0.00124993,1.1973e-08,1.95416e-09,1.81849e-18,-6.90878e-11,-9.27581e-18
triangle,0.173355,0.000653189,1.23278e-06,5.63082e-07,2.17036e-13,-1.23611e-08,4.15914e-13
triangle,0.170102,0.000143336,3.25524e-06,8.9042e-08,-4.47523e-14,1.03095e-09,1.71853e-14
triangle,0.169696,0.000416488,9.74077e-07,1.36861e-08,1.57605e-15,-1.30164e-10,1.14662e-16
triangle,0.168207,6.93571e-05,1.38432e-07,8.60686e-09,2.41593e-17,-6.83436e-11,2.96104e-16
triangle,0.172328,0.00181019,6.64424e-09,1.21049e-09,6.00844e-19,-1.2456e-11,-3.37992e-18
triangle,0.170315,3.62954e-05,4.88493e-06,2.22378e-07,9.58187e-14,-5.73354e-11,2.11041e-13
triangle,0.170025,0.000327809,9.11929e-08,9.43365e-08,-5.31615e-15,3.32706e-10,-6.9497e-15
triangle,0.167855,1.92925e-05,1.10826e-06,1.05464e-07,2.18843e-14,3.02551e-10,2.86548e-14
triangle,0.170748,9.65369e-05,1.67077e-07,2.17446e-08,-1.20493e-15,1.97664e-10,-5.15699e-16
triangle,0.172275,0.0014883,3.07638e-07,1.87061e-07,2.09494e-14,5.99109e-09,3.96839e-14
triangle,0.171704,0.000103138,1.87896e-07,1.01815e-07,-2.74652e-15,4.35317e-10,1.3812e-14
triangle,0.195572,0.00909132,1.0399e-06,1.71167e-08,2.01305e-15,1.51414e-09,1.07821e-15
triangle,0.184981,0.00270558,1.54441e-06,2.79922e-06,5.06091e-12,1.43619e-07,-2.87432e-12
triangle,0.168464,1.95719e-06,2.44812e-07,2.35159e-08,-8.87378e-16,2.94855e-11,1.54795e-15
triangle,0.182677,0.000876822,4.07067e-06,6.17105e-07,-1.81644e-13,1.50188e-08,9.61059e-13
triangle,0.167904,9.61899e-05,4.32701e-08,4.25992e-09,-5.04853e-17,-2.88543e-11,-2.82173e-17
triangle,0.177037,0.00135686,7.07678e-07,7.86628e-07,-3.64588e-13,-2.38017e-09,4.59934e-13
triangle,0.179656,0.00175815,8.61888e-07,1.50715e-07,-2.10121e-14,-2.95436e-09,-5.00914e-14
triangle,0.170627,0.000932054,8.72066e-08,1.66205e-08,-4.71559e-16,3.4344e-10,-4.21925e-16
triangle,0.170599,0.00032644,1.15029e-07,1.34221e-07,8.05436e-15,1.72452e-09,-1.46038e-14
triangle,0.166935,7.44464e-05,1.91134e-09,3.91776e-10,-2.69774e-19,5.93231e-13,-2.0532e-19
triangle,0.176999,0.00346576,4.15749e-09,1.53963e-09,-1.20331e-18,-5.71082e-11,-3.70478e-18
triangle,0.17647,0.00164253,2.26384e-06,2.82931e-07,1.05587e-13,7.72651e-09,-2.0031e-13
triangle,0.170475,0.000388969,1.29027e-06,1.37728e-07,1.53799e-14,1.13058e-09,-5.59857e-14
triangle,0.167489,8.99347e-06,1.23776e-07,8.96762e-09,1.49049e-16,2.54858e-11,-2.58933e-16
triangle,0.16763,7.19042e-07,6.39938e-08,7.56403e-09,1.02327e-19,-6.41196e-12,1.66417e-16
triangle,0.186863,0.00644331,2.22842e-08,7.33871e-08,-1.34435e-15,5.77281e-09,-2.64581e-15
triangle,0.171365,0.000221486,1.12828e-07,1.51379e-08,5.84518e-16,-2.0186e-10,-2.23005e-16
triangle,0.193251,0.00871173,1.70005e-07,5.00182e-07,9.59643e-14,3.62839e-08,1.09839e-13
