categoria,Z0_0_mag,Z0_0_phase,Z1_-1_mag,Z1_-1_phase,Z1_1_mag,Z1_1_phase,Z2_-2_mag,Z2_-2_phase,Z2_0_mag,Z2_0_phase,Z2_2_mag,Z2_2_phase,Z3_-3_mag,Z3_-3_phase,Z3_-1_mag,Z3_-1_phase,Z3_1_mag,Z3_1_phase,Z3_3_mag,Z3_3_phase,Z4_-4_mag,Z4_-4_phase,Z4_-2_mag,Z4_-2_phase,Z4_0_mag,Z4_0_phase,Z4_2_mag,Z4_2_phase,Z4_4_mag,Z4_4_phase
triangle,35566,0,70.3682,-3.09163,70.3682,3.09163,13.5014,-0.466043,6.27566,0,13.5014,0.466043,34.2272,-0.396012,45.6517,-1.57212,45.6517,1.57212,34.2272,0.396012,22.2526,0.0744191,31.9028,0.327424,48.6853,0,31.9028,-0.327424,22.2526,-0.0744191
triangle,42780,0,153.709,-2.79906,153.709,2.79906,109.195,-0.572366,201.469,0,109.195,0.572366,51.697,-1.08984,49.3141,-0.5675,49.3141,0.5675,51.697,1.08984,60.8108,1.25324,130.383,2.46727,110.745,3.14159,130.383,-2.46727,60.8108,-1.25324
triangle,14106,0,83.0894,2.4517,83.0894,-2.4517,20.599,0.0970131,51.8763,3.14159,20.599,-0.0970131,96.6766,-1.2549,44.8047,-1.00249,44.8047,1.00249,96.6766,1.2549,40.9945,-2.91735,45.5513,-0.748488,48.0479,0,45.5513,0.748488,40.9945,2.91735
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,25045,0,271.46,-2.13842,271.46,2.13842,129.265,-1.26976,258.846,3.14159,129.265,1.26976,33.9628,-0.787062,174.298,-1.87812,174.298,1.87812,33.9628,0.787062,44.1156,2.32511,61.2971,-0.41952,7.8761,0,61.2971,0.41952,44.1156,-2.32511
triangle,29295,0,173.871,-1.8181,173.871,1.8181,164.644,0.874131,63.7293,0,164.644,-0.874131,30.3425,-2.92139,86.943,-0.980188,86.943,0.980188,30.3425,2.92139,69.6141,-0.607837,55.8065,-1.88559,19.427,0,55.8065,1.88559,69.6141,0.607837
triangle,16417,0,194.081,-1.35965,194.081,1.35965,93.3474,0.466387,44.0551,3.14159,93.3474,-0.466387,58.003,3.13373,146.241,-2.075,146.241,2.075,58.003,-3.13373,57.5942,-1.2611,55.784,1.45655,2.40591,3.14159,55.784,-1.45655,57.5942,1.2611
triangle,15923,0,68.4885,-3.06059,68.4885,3.06059,40.031,-1.05032,76.7454,3.14159,40.031,1.05032,29.1634,-2.24495,12.3738,-1.78718,12.3738,1.78718,29.1634,2.24495,32.7331,1.60465,38.3806,1.99448,24.1025,3.14159,38.3806,-1.99448,32.7331,-1.60465
triangle,14587,0,13.7994,0.104162,13.7994,-0.104162,37.8793,0.996278,18.2502,0,37.8793,-0.996278,44.5845,-0.998965,75.6391,-1.75028,75.6391,1.75028,44.5845,0.998965,17.1302,2.54066,19.5499,-0.760018,41.0973,0,19.5499,0.760018,17.1302,-2.54066
triangle,26410,0,83.8338,-3.03755,83.8338,3.03755,39.7699,2.90006,94.656,3.14159,39.7699,-2.90006,17.2855,-2.93771,17.3415,-1.95162,17.3415,1.95162,17.2855,2.93771,4.36924,2.20576,18.9586,0.309464,17.0982,3.14159,18.9586,-0.309464,4.36924,-2.20576
triangle,17981,0,277.881,-1.90671,277.881,1.90671,191.227,-0.249723,158.669,3.14159,191.227,0.249723,62.6965,1.32932,145.648,-1.5222,145.648,1.5222,62.6965,-1.32932,56.1114,3.08452,16.2722,0.0153541,90.2004,3.14159,16.2722,-0.0153541,56.1114,-3.08452
triangle,23201,0,86.7504,-2.04659,86.7504,2.04659,112.293,1.08549,52.3024,3.14159,112.293,-1.08549,57.653,2.97191,119.627,-2.40589,119.627,2.40589,57.653,-2.97191,83.8787,-2.69924,63.9918,-2.23102,119.976,3.14159,63.9918,2.23102,83.8787,2.69924
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,21863,0,115.057,3.08287,115.057,-3.08287,93.3576,-1.0935,70.1488,3.14159,93.3576,1.0935,139,-2.02179,118.31,-1.25826,118.31,1.25826,139,2.02179,44.957,2.40542,66.8241,1.11628,7.13103,3.14159,66.8241,-1.11628,44.957,-2.40542
triangle,16428,0,195.203,-1.58263,195.203,1.58263,81.7125,0.124237,17.1611,3.14159,81.7125,-0.124237,32.5988,-2.21118,79.244,-1.90115,79.244,1.90115,32.5988,2.21118,81.7797,1.24792,80.9701,2.51585,8.08156,3.14159,80.9701,-2.51585,81.7797,-1.24792
triangle,22766,0,118.257,-0.465055,118.257,0.465055,135.994,3.02903,215.627,3.14159,135.994,-3.02903,45.0697,-0.820693,34.0824,-1.92063,34.0824,1.92063,45.0697,0.820693,129.009,2.71953,61.506,2.66223,21.5204,3.14159,61.506,-2.66223,129.009,-2.71953
triangle,29211,0,100.084,-2.67675,100.084,2.67675,72.4843,-0.478933,207.899,3.14159,72.4843,0.478933,59.0635,2.64206,59.4603,-1.95402,59.4603,1.95402,59.0635,-2.64206,96.5949,2.69607,47.1802,-0.480081,90.2971,3.14159,47.1802,0.480081,96.5949,-2.69607
triangle,17959,0,108.178,-1.80771,108.178,1.80771,78.9673,-1.33586,135.128,3.14159,78.9673,1.33586,29.3503,-2.80335,112.058,-1.97018,112.058,1.97018,29.3503,2.80335,61.0946,1.33526,59.2387,0.659399,18.719,0,59.2387,-0.659399,61.0946,-1.33526
triangle,11008,0,24.3514,-2.7438,24.3514,2.7438,3.7328,-1.82328,8.29389,3.14159,3.7328,1.82328,46.6551,-1.48221,47.1269,-1.51361,47.1269,1.51361,46.6551,1.48221,9.09346,2.82295,12.4991,-1.3157,27.3953,0,12.4991,1.3157,9.09346,-2.82295
triangle,23158,0,156.947,-3.08972,156.947,3.08972,146.7,-2.15896,62.5295,3.14159,146.7,2.15896,90.2779,-2.14373,87.7529,-2.27051,87.7529,2.27051,90.2779,2.14373,52.2234,-2.8137,62.1657,2.57765,9.35729,0,62.1657,-2.57765,52.2234,2.8137
triangle,23889,0,165.174,-2.03846,165.174,2.03846,139.058,-0.949328,193.083,3.14159,139.058,0.949328,21.8578,2.5004,86.3591,-1.86207,86.3591,1.86207,21.8578,-2.5004,92.3889,1.36374,106.036,0.920824,4.91774,3.14159,106.036,-0.920824,92.3889,-1.36374
triangle,21024,0,62.8916,-3.135,62.8916,3.135,48.2825,-3.0777,77.039,3.14159,48.2825,3.0777,38.7065,-3.11176,42.2889,-3.07614,42.2889,3.07614,38.7065,3.11176,33.967,3.07855,32.4527,3.13659,49.1268,3.14159,32.4527,-3.13659,33.967,-3.07855
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,23712,0,159.603,1.55855,159.603,-1.55855,97.7232,1.56562,38.8487,3.14159,97.7232,-1.56562,150.922,-1.02951,108.642,-2.25673,108.642,2.25673,150.922,1.02951,69.4106,-2.19603,16.2877,-0.608824,69.8301,0,16.2877,0.608824,69.4106,2.19603
triangle,6.16922e+303,3.14159,6.11354e+303,2.23286,6.11354e+303,-2.23286,6.05837e+303,1.32412,5.94752e+303,3.14159,6.05837e+303,-1.32412,6.00369e+303,0.415385,5.784e+303,2.23286,5.784e+303,-2.23286,6.00369e+303,-0.415385,5.94951e+303,-0.493351,5.62294e+303,1.32412,5.51607e+303,3.14159,5.62294e+303,-1.32412,5.94951e+303,0.493351
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,16436,0,145.775,-2.00658,145.775,2.00658,31.228,-0.166487,157.61,3.14159,31.228,0.166487,40.9098,2.99115,56.9025,-2.45092,56.9025,2.45092,40.9098,-2.99115,27.6756,2.82787,47.5115,-3.00899,12.473,3.14159,47.5115,3.00899,27.6756,-2.82787
triangle,20912,0,54.8698,-1.42717,54.8698,1.42717,35.5207,0.616522,18.0437,0,35.5207,-0.616522,11.439,-2.32921,28.1716,1.29573,28.1716,-1.29573,11.439,2.32921,9.00203,-0.912851,40.0078,-2.96209,32.6165,0,40.0078,2.96209,9.00203,0.912851
triangle,29955,0,122.182,-2.18535,122.182,2.18535,53.6504,-1.5263,68.3197,3.14159,53.6504,1.5263,36.456,-1.5368,7.10031,1.49727,7.10031,-1.49727,36.456,1.5368,30.4183,-1.51656,19.9313,2.40873,18.4856,0,19.9313,-2.40873,30.4183,1.51656
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,24074,0,132.63,-0.511896,132.63,0.511896,69.5106,-0.879369,146.729,3.14159,69.5106,0.879369,71.0238,1.89943,219.56,-2.07856,219.56,2.07856,71.0238,-1.89943,64.0243,1.8726,177.33,0.72895,32.117,0,177.33,-0.72895,64.0243,-1.8726
triangle,28195,0,210.953,3.13453,210.953,-3.13453,80.9149,-2.78144,119.26,3.14159,80.9149,2.78144,101.321,-2.45837,167.037,-2.13649,167.037,2.13649,101.321,2.45837,86.2964,-2.83711,31.0935,-2.43503,39.989,3.14159,31.0935,2.43503,86.2964,2.83711
triangle,23297,0,123.087,-2.87385,123.087,2.87385,74.5339,-2.10956,164.538,3.14159,74.5339,2.10956,100.415,-1.66321,84.227,-2.22196,84.227,2.22196,100.415,1.66321,20.527,0.652445,23.0335,0.33554,34.8386,0,23.0335,-0.33554,20.527,-0.652445
triangle,29051,0,121.884,-2.61871,121.884,2.61871,12.1223,1.66907,284.613,3.14159,12.1223,-1.66907,138.319,2.89442,137.713,-2.31131,137.713,2.31131,138.319,-2.89442,165.417,3.09794,43.406,0.174218,137.095,3.14159,43.406,-0.174218,165.417,-3.09794
triangle,18940,0,68.8504,-3.08589,68.8504,3.08589,11.9982,0.430687,25.3988,3.14159,11.9982,-0.430687,21.3646,0.27146,31.9635,-0.580519,31.9635,0.580519,21.3646,-0.27146,9.62092,-2.11173,31.2375,0.171786,21.8583,0,31.2375,-0.171786,9.62092,2.11173
triangle,32783,0,191.831,-2.83333,191.831,2.83333,96.1641,0.0343165,459.103,3.14159,96.1641,-0.0343165,15.3869,2.98476,249.436,-1.64779,249.436,1.64779,15.3869,-2.98476,330.47,-3.08236,200.496,-0.00385848,145.999,3.14159,200.496,0.00385848,330.47,3.08236
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,17525,0,78.735,2.96472,78.735,-2.96472,24.0192,3.07383,11.4043,3.14159,24.0192,-3.07383,19.6405,-1.54138,38.9541,-0.696852,38.9541,0.696852,19.6405,1.54138,28.1569,-1.67793,36.0465,-1.05695,36.7259,0,36.0465,1.05695,28.1569,1.67793
triangle,24334,0,75.5446,-2.62617,75.5446,2.62617,56.9157,0.323559,67.4958,0,56.9157,-0.323559,51.4873,-1.5643,80.4927,-1.04548,80.4927,1.04548,51.4873,1.5643,57.9591,-1.16671,50.495,-2.50657,21.9127,3.14159,50.495,2.50657,57.9591,1.16671
triangle,26169,0,182.111,-2.35476,182.111,2.35476,65.7474,-0.258978,98.2694,3.14159,65.7474,0.258978,67.4596,0.545825,53.6375,-0.564002,53.6375,0.564002,67.4596,-0.545825,43.1547,0.444363,45.0564,0.312511,7.79723,3.14159,45.0564,-0.312511,43.1547,-0.444363
triangle,36792,0,255.212,-2.00409,255.212,2.00409,293.495,-0.674998,211.413,3.14159,293.495,0.674998,108.68,2.57103,198.551,-1.49238,198.551,1.49238,108.68,-2.57103,109.412,2.11773,107.342,0.869523,162.818,3.14159,107.342,-0.869523,109.412,-2.11773
triangle,19403,0,64.3121,-2.07287,64.3121,2.07287,98.791,-0.0912152,71.4269,3.14159,98.791,0.0912152,84.4227,1.60647,7.16327,2.10162,7.16327,-2.10162,84.4227,-1.60647,93.0799,2.53493,63.4466,0.858508,65.7171,3.14159,63.4466,-0.858508,93.0799,-2.53493
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,18401,0,33.8232,-2.7013,33.8232,2.7013,68.1432,1.77368,21.4358,3.14159,68.1432,-1.77368,11.4094,-2.98275,18.2593,1.48563,18.2593,-1.48563,11.4094,2.98275,38.7431,-0.2968,32.135,-0.665507,13.7908,3.14159,32.135,0.665507,38.7431,0.2968
triangle,18041,0,66.2031,-1.73346,66.2031,1.73346,46.0782,2.21317,103.535,0,46.0782,-2.21317,337.618,-2.1811,85.1928,-2.97735,85.1928,2.97735,337.618,2.1811,58.9115,0.844681,130.652,-2.6706,162.281,0,130.652,2.6706,58.9115,-0.844681
triangle,28024,0,165.891,-3.01626,165.891,3.01626,100.019,-2.81349,122.766,3.14159,100.019,2.81349,79.0024,-2.67274,88.8312,-2.96039,88.8312,2.96039,79.0024,2.67274,73.754,3.07818,70.4393,3.10407,36.0121,3.14159,70.4393,-3.10407,73.754,-3.07818
triangle,34698,0,226.776,-2.09185,226.776,2.09185,146.396,0.361724,249.596,0,146.396,-0.361724,90.1798,-1.77222,168.625,-0.0297277,168.625,0.0297277,90.1798,1.77222,70.5591,0.0238638,141.647,2.6868,53.3321,0,141.647,-2.6868,70.5591,-0.0238638
triangle,12594,0,113.716,-2.00552,113.716,2.00552,121.629,1.02127,41.3785,3.14159,121.629,-1.02127,43.1556,-1.60504,68.7027,-1.99632,68.7027,1.99632,43.1556,1.60504,54.2664,-0.577477,89.4289,-1.9722,102.523,0,89.4289,1.9722,54.2664,0.577477
triangle,18382,0,57.351,-2.88283,57.351,2.88283,35.2804,1.90495,57.9801,3.14159,35.2804,-1.90495,12.7211,-2.91287,20.3361,-1.68034,20.3361,1.68034,12.7211,2.91287,41.9355,-0.169285,21.2454,0.861556,5.11172,0,21.2454,-0.861556,41.9355,0.169285
triangle,20101,0,144.038,-2.01417,144.038,2.01417,5.85826,-2.09692,137.721,3.14159,5.85826,2.09692,49.4165,-2.2572,99.3659,-2.11162,99.3659,2.11162,49.4165,2.2572,4.93756,-1.66286,27.6172,0.651124,11.1786,3.14159,27.6172,-0.651124,4.93756,1.66286
triangle,24706,0,112.496,-3.05539,112.496,3.05539,104.506,-3.13801,146.008,3.14159,104.506,3.13801,87.1646,-2.94177,73.4932,-3.04929,73.4932,3.04929,87.1646,2.94177,58.3088,-3.00712,55.57,-3.11523,95.276,3.14159,55.57,3.11523,58.3088,3.00712
triangle,22495,0,70.9177,-3.14126,70.9177,3.14126,14.6278,0.834259,2.71183,0,14.6278,-0.834259,51.4997,0.195136,35.5082,0.0586267,35.5082,-0.0586267,51.4997,-0.195136,5.6679,2.85748,33.4365,0.224678,21.3491,0,33.4365,-0.224678,5.6679,-2.85748
triangle,26661,0,229.84,-1.98626,229.84,1.98626,142.126,-1.09917,248.127,3.14159,142.126,1.09917,107.632,-1.62876,107.901,-2.20532,107.901,2.20532,107.632,1.62876,78.6677,0.347203,65.4379,1.81128,101.676,0,65.4379,-1.81128,78.6677,-0.347203
triangle,24830,0,165.935,-2.09911,165.935,2.09911,40.87,-2.17322,176.834,3.14159,40.87,2.17322,52.6193,-1.48257,92.9075,-2.05002,92.9075,2.05002,52.6193,1.48257,42.4729,1.78432,11.0782,2.2357,78.1111,0,11.0782,-2.2357,42.4729,-1.78432
triangle,29854,0,90.2919,-2.73666,90.2919,2.73666,32.1712,-2.36057,197.554,3.14159,32.1712,2.36057,119.819,-3.09609,89.616,2.99804,89.616,-2.99804,119.819,3.09609,120.934,3.03175,83.598,-3.00599,80.8984,3.14159,83.598,3.00599,120.934,-3.03175
triangle,20948,0,17.2244,-1.64024,17.2244,1.64024,11.7932,-2.46806,52.3186,3.14159,11.7932,2.46806,20.2933,3.05734,48.9314,-2.56028,48.9314,2.56028,20.2933,-3.05734,43.5153,2.75487,11.7091,2.77889,28.5289,3.14159,11.7091,-2.77889,43.5153,-2.75487
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,30626,0,170.949,-3.07861,170.949,3.07861,80.2064,3.05032,102.29,0,80.2064,-3.05032,85.3437,-2.04112,83.7561,-2.54638,83.7561,2.54638,85.3437,2.04112,39.6969,2.62298,71.8943,-2.8817,28.8998,3.14159,71.8943,2.8817,39.6969,-2.62298
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,17312,0,112.2,-1.85518,112.2,1.85518,55.8211,-2.93673,128.124,3.14159,55.8211,2.93673,3.57015,-2.19847,70.7052,-3.05089,70.7052,3.05089,3.57015,2.19847,24.1015,3.0865,56.6086,-1.45355,59.2529,0,56.6086,1.45355,24.1015,-3.0865
circle,23012,0,90.5882,-1.65833,90.5882,1.65833,58.7126,-0.192283,178.585,3.14159,58.7126,0.192283,68.5261,2.59692,146.664,0.0652808,146.664,-0.0652808,68.5261,-2.59692,74.2327,-0.076811,39.4315,0.694482,13.6759,0,39.4315,-0.694482,74.2327,0.076811
circle,16209,0,106.015,1.21745,106.015,-1.21745,5.7997,1.52487,55.9172,3.14159,5.7997,-1.52487,27.7798,1.51364,17.6255,-1.52248,17.6255,1.52248,27.7798,-1.51364,31.1413,3.13308,36.1448,-2.07385,231.089,0,36.1448,2.07385,31.1413,-3.13308
circle,25205,0,114.945,-3.05031,114.945,3.05031,26.8267,-2.98845,12.9499,0,26.8267,2.98845,14.5228,0.288971,30.1577,0.052691,30.1577,-0.052691,14.5228,-0.288971,3.84894,1.55783,9.28182,0.136389,14.025,0,9.28182,-0.136389,3.84894,-1.55783
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,15861,0,57.2292,-1.22399,57.2292,1.22399,153.481,2.82167,145.95,3.14159,153.481,-2.82167,84.3722,-1.82175,122.812,-0.375287,122.812,0.375287,84.3722,1.82175,19.7423,0.660502,29.7015,2.2453,143.313,0,29.7015,-2.2453,19.7423,-0.660502
circle,34604,0,223.852,-2.64658,223.852,2.64658,68.812,-1.42194,174.669,3.14159,68.812,1.42194,107.794,0.171131,182.67,-0.0470599,182.67,0.0470599,107.794,-0.171131,52.205,2.60063,125.022,0.385531,19.4408,0,125.022,-0.385531,52.205,-2.60063
circle,9519,0,19.6181,-3.00922,19.6181,3.00922,81.96,3.05899,64.0587,3.14159,81.96,-3.05899,41.4088,-2.74079,49.7335,2.98524,49.7335,-2.98524,41.4088,2.74079,34.758,2.73105,15.911,-2.6577,48.5894,0,15.911,2.6577,34.758,-2.73105
circle,7.89701e+240,3.14159,6.88863e+240,2.57274,6.88863e+240,-2.57274,6.00902e+240,2.0039,4.12103e+240,3.14159,6.00902e+240,-2.0039,5.24172e+240,1.43505,1.9479e+240,2.57274,1.9479e+240,-2.57274,5.24172e+240,-1.43505,4.5724e+240,0.866201,2.62551e+239,2.0039,7.22691e+239,0,2.62551e+239,-2.0039,4.5724e+240,-0.866201
circle,8001,0,41.3881,-2.05876,41.3881,2.05876,5.85085,-2.31855,13.4024,3.14159,5.85085,2.31855,36.5276,2.55075,6.44565,2.44357,6.44565,-2.44357,36.5276,-2.55075,26.9125,3.01812,14.8632,-0.499677,166.152,0,14.8632,0.499677,26.9125,-3.01812
circle,1.76586e+289,3.14159,1.71488e+289,2.22422,1.71488e+289,-2.22422,1.66538e+289,1.30685,1.5649e+289,3.14159,1.66538e+289,-1.30685,1.6173e+289,0.389483,1.42214e+289,2.22422,1.42214e+289,-2.22422,1.6173e+289,-0.389483,1.57062e+289,-0.527887,1.28632e+289,1.30685,1.19728e+289,3.14159,1.28632e+289,-1.30685,1.57062e+289,0.527887
circle,28355,0,472.055,-2.5038,472.055,2.5038,32.4084,-2.34206,366.145,3.14159,32.4084,2.34206,70.6744,0.702303,270.005,-0.44244,270.005,0.44244,70.6744,-0.702303,53.3264,-1.36904,254.372,0.0619582,40.1773,0,254.372,-0.0619582,53.3264,1.36904
circle,15130,0,77.604,-2.14026,77.604,2.14026,64.1205,0.434877,59.3698,3.14159,64.1205,-0.434877,21.3322,1.83902,40.1818,-0.0552859,40.1818,0.0552859,21.3322,-1.83902,26.9993,-1.43791,8.40808,1.07178,23.7052,0,8.40808,-1.07178,26.9993,1.43791
circle,11872,0,24.8909,0.841786,24.8909,-0.841786,57.6266,-0.0239463,77.3075,3.14159,57.6266,0.0239463,37.6781,2.66565,45.8985,-1.78617,45.8985,1.78617,37.6781,-2.66565,19.6509,1.81672,18.7788,2.77156,22.6022,0,18.7788,-2.77156,19.6509,-1.81672
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,18527,0,18.3359,2.68143,18.3359,-2.68143,18.0327,-3.12923,64.775,3.14159,18.0327,3.12923,6.07862,1.73916,25.6433,3.11353,25.6433,-3.11353,6.07862,-1.73916,20.6676,1.1792,13.2434,1.8314,29.5964,3.14159,13.2434,-1.8314,20.6676,-1.1792
circle,5190,0,25.3434,1.38397,25.3434,-1.38397,5.09235,-0.452154,7.95598,0,5.09235,0.452154,0.871739,-0.021689,29.1149,-1.73944,29.1149,1.73944,0.871739,0.021689,3.04301,0.363778,12.3463,2.65853,1.87223,3.14159,12.3463,-2.65853,3.04301,-0.363778
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,16255,0,56.1104,-1.5935,56.1104,1.5935,77.5786,2.57731,20.7482,3.14159,77.5786,-2.57731,25.9885,-2.64513,9.45574,-2.74034,9.45574,2.74034,25.9885,2.64513,25.2589,3.02395,13.6007,0.5776,117.837,0,13.6007,-0.5776,25.2589,-3.02395
circle,13551,0,48.3706,-2.65707,48.3706,2.65707,32.3242,2.58388,52.6703,3.14159,32.3242,-2.58388,38.155,3.11629,16.7693,-2.36062,16.7693,2.36062,38.155,-3.11629,39.5817,3.1346,27.6262,-2.96225,17.1734,3.14159,27.6262,2.96225,39.5817,-3.1346
circle,22322,0,30.89,-1.83869,30.89,1.83869,23.2523,2.54955,112.345,3.14159,23.2523,-2.54955,30.8629,1.38024,80.3742,-2.67489,80.3742,2.67489,30.8629,-1.38024,62.9165,3.12846,38.8401,0.652111,85.5553,0,38.8401,-0.652111,62.9165,-3.12846
circle,19151,0,66.0073,-1.73667,66.0073,1.73667,62.2065,1.61368,139.476,3.14159,62.2065,-1.61368,34.1769,2.65574,63.5043,-2.81252,63.5043,2.81252,34.1769,-2.65574,44.6565,-2.17986,25.6939,1.05846,63.6812,0,25.6939,-1.05846,44.6565,2.17986
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,5.48746e+303,3.14159,4.6473e+303,2.26553,4.6473e+303,-2.26553,3.93578e+303,1.38948,2.38409e+303,3.14159,3.93578e+303,-1.38948,3.33319e+303,0.513419,7.04954e+302,2.26553,7.04954e+302,-2.26553,3.33319e+303,-0.513419,2.82286e+303,-0.36264,5.15896e+302,-1.75212,1.19004e+303,0,5.15896e+302,1.75212,2.82286e+303,0.36264
circle,15743,0,28.4899,-0.0601393,28.4899,0.0601393,95.5776,2.85663,249.082,3.14159,95.5776,-2.85663,48.4758,2.71065,176.911,-0.252351,176.911,0.252351,48.4758,-2.71065,41.6682,-0.00257891,115.879,1.67777,94.4955,0,115.879,-1.67777,41.6682,0.00257891
circle,25143,0,118.371,-2.5958,118.371,2.5958,61.2789,-1.08285,122.287,0,61.2789,1.08285,83.771,-3.02859,45.0301,-0.379699,45.0301,0.379699,83.771,3.02859,36.8865,2.72537,136.867,-3.06757,263.71,0,136.867,3.06757,36.8865,-2.72537
circle,15309,0,140.165,-1.50946,140.165,1.50946,152.976,2.42931,245.588,3.14159,152.976,-2.42931,116.617,-2.0579,79.7166,-0.801404,79.7166,0.801404,116.617,2.0579,24.3169,-0.164165,63.7724,1.95472,16.9563,3.14159,63.7724,-1.95472,24.3169,0.164165
circle,5.48747e+303,3.14159,5.3168e+303,2.50268,5.3168e+303,-2.50268,5.15145e+303,1.86376,4.81542e+303,3.14159,5.15145e+303,-1.86376,4.99123e+303,1.22485,4.34009e+303,2.50268,4.34009e+303,-2.50268,4.99123e+303,-1.22485,4.836e+303,0.585937,3.88966e+303,1.86376,3.59479e+303,3.14159,3.88966e+303,-1.86376,4.836e+303,-0.585937
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
